trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
458,False,"{'a': 0.16309950410660812, 'e': 0.3161811720749811}",20,9,21.1001104620159,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.16304175809066213, 'e': 0.31539071914479366}",25,13,22.47231241588011,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.16298417794481085, 'e': 0.3146022423469317}",25,16,17.30587646834733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.16292676282081378, 'e': 0.3138157367410644}",25,15,15.417124158738263,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.16286951187663795, 'e': 0.31303119739921176}",25,15,16.40642650607025,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.16281242427639875, 'e': 0.31224861940571375}",30,10,35.66247889541049,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.16275549919030172, 'e': 0.3114679978571995}",25,14,23.62615121770777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.16269873579458505, 'e': 0.3106893278625565}",35,23,21.962278169542152,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.1626421332714625, 'e': 0.3099126045429001}",20,13,11.867708766895793,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.1625856908090673, 'e': 0.30913782303154286}",25,11,24.190156913965417,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.16252940760139617, 'e': 0.30836497847396405}",25,11,25.23247405722871,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.16247328284825482, 'e': 0.3075940660277791}",25,14,19.51856608653892,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.16241731575520324, 'e': 0.3068250808627097}",25,13,20.053416169343286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.16236150553350207, 'e': 0.30605801816055295}",25,17,11.840240617537162,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.16230585140005954, 'e': 0.3052928731151516}",25,7,31.915783290203787,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.162250352577379, 'e': 0.30452964093236373}",20,3,29.9381240834923,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.16219500829350678, 'e': 0.3037683168300328}",25,11,23.472763669240315,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.16213981778198122, 'e': 0.3030088960379578}",20,0,32.89003162127366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
476,False,"{'a': 0.1620847802817817, 'e': 0.3022513737978629}",20,16,8.807563489608253,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.16202989503727858, 'e': 0.3014957453633682}",30,13,31.921317148766594,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.16197516129818348, 'e': 0.3007420059999598}",20,8,19.087455078507126,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.16192057831950055, 'e': 0.29999015098495996}",25,13,20.435631540701756,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1618661453614777, 'e': 0.29924017560749755}",25,11,25.698625443184568,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.1618118616895588, 'e': 0.2984920751684788}",25,3,35.8639328397814,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.16175772657433624, 'e': 0.2977458449805577}",20,10,17.272365873509354,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.16170373929150425, 'e': 0.29700148036810625}",25,11,29.64097110168985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.1616498991218123, 'e': 0.29625897666718604}",35,17,37.84519657648792,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.16159620535101937, 'e': 0.2955183292255181}",20,8,18.457342717407037,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.1615426572698488, 'e': 0.2947795334024543}",30,17,23.498331799277178,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.1614892541739433, 'e': 0.29404258456894816}",20,7,23.48334319701162,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.16143599536382075, 'e': 0.29330747810752583}",25,16,16.318961792657433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.1613828801448302, 'e': 0.29257420941225704}",25,8,31.09694859446471,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.16132990782710885, 'e': 0.29184277388872637}",25,11,28.086246028762194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.16127707772553893, 'e': 0.2911131669540046}",25,20,9.39500085555432,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.16122438915970536, 'e': 0.2903853840366196}",30,16,28.247003963382554,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.161171841453854, 'e': 0.28965942057652805}",30,16,25.896651329408538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1611194339368499, 'e': 0.28893527202508673}",30,8,37.12824231114612,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.1610671659421366, 'e': 0.28821293384502406}",20,12,16.65282641696041,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.16101503680769536, 'e': 0.2874924015104115}",30,18,20.771047748409526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.160963045876005, 'e': 0.2867736705066355}",30,16,27.221385116466035,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.1609111924940025, 'e': 0.28605673633036893}",25,8,28.719483179564765,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.1608594760130434, 'e': 0.285341594489543}",25,1,39.27345896739265,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.16080789578886323, 'e': 0.2846282405033192}",25,14,20.2360996932089,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.16075645118153897, 'e': 0.2839166699020609}",25,0,38.268330677903165,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.1607051415554511, 'e': 0.2832068782273058}",25,13,22.87848964136767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.16065396627924597, 'e': 0.2824988610317375}",20,4,27.937044908395624,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.16060292472579868, 'e': 0.28179261387915816}",20,13,15.004237101769512,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.16055201627217616, 'e': 0.2810881323444603}",30,17,24.670858075515298,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.16050124029960103, 'e': 0.2803854120135992}",25,13,22.54516967213315,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.1604505961934153, 'e': 0.27968444848356516}",20,9,22.602299657349324,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.16040008334304492, 'e': 0.27898523736235625}",25,10,27.503056134638367,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.16034970114196456, 'e': 0.2782877742689504}",20,9,21.21142488571493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.1602994489876626, 'e': 0.27759205483327803}",35,21,26.811979734421037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.16024932628160676, 'e': 0.2768980746961949}",20,6,28.63490112643269,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
512,False,"{'a': 0.16019933242920986, 'e': 0.2762058295094544}",20,14,12.167428966030498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.1601494668397962, 'e': 0.27551531493568077}",20,11,18.522994524098106,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.1600997289265679, 'e': 0.27482652664834156}",20,8,22.97973310006972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.16005011810657205, 'e': 0.27413946033172076}",35,13,39.0852702936678,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.16000063380066787, 'e': 0.27345411168089145}",20,7,25.230127643575937,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.15995127543349436, 'e': 0.2727704764016892}",30,24,10.072013169680082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.15990204243343825, 'e': 0.272088550210685}",20,0,31.762467622918383,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
519,False,"{'a': 0.1598529342326023, 'e': 0.2714083288351583}",20,8,24.51217196720393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.15980395026677385, 'e': 0.27072980801307045}",20,9,19.59764768187026,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.15975508997539395, 'e': 0.2700529834930378}",25,11,30.914295720531435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.1597063528015264, 'e': 0.2693778510343052}",20,8,20.55241030318495,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.15965773819182738, 'e': 0.26870440640671944}",25,20,9.580560721356191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.15960924559651557, 'e': 0.2680326453907027}",30,15,27.173085732598935,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.15956087446934206, 'e': 0.26736256377722595}",20,8,25.206094615205892,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.15951262426756102, 'e': 0.2666941573677829}",35,23,23.967469129942614,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.1594644944519005, 'e': 0.26602742197436346}",25,11,26.809412602076137,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.15941648448653353, 'e': 0.26536235341942754}",20,12,15.391848732469356,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.15936859383904953, 'e': 0.26469894753587897}",20,0,28.75603705052348,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
530,False,"{'a': 0.159320821980426, 'e': 0.2640372001670393}",20,13,14.269230419854308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.15927316838500055, 'e': 0.2633771071666217}",25,5,35.0081221079944,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.1592256325304431, 'e': 0.26271866439870517}",20,5,23.5229861178229,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.15917821389772857, 'e': 0.26206186773770845}",25,11,25.873792080504142,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.15913091197110954, 'e': 0.26140671306836416}",25,15,20.29864491467628,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.15908372623808942, 'e': 0.26075319628569327}",20,12,16.206970821287896,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.15903665618939594, 'e': 0.26010131329497904}",30,13,35.19381199111815,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.15898970131895468, 'e': 0.2594510600117416}",25,8,30.911874996345183,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.15894286112386294, 'e': 0.2588024323617123}",20,16,7.578251526108077,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.15889613510436407, 'e': 0.258155426280808}",30,17,25.62389860556084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.15884952276382172, 'e': 0.257510037715106}",20,5,26.445358954079662,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.15880302360869467, 'e': 0.25686626262081824}",20,12,17.402861501195154,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.1587566371485117, 'e': 0.25622409696426623}",25,19,8.971836593284216,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.1587103628958468, 'e': 0.2555835367218556}",35,17,31.472887943166306,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.15866420036629458, 'e': 0.254944577880051}",30,16,28.84170384095271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.15861814907844599, 'e': 0.25430721643535087}",20,10,21.544893131569694,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.1585722085538641, 'e': 0.2536714483942625}",20,10,19.352834201170865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.15852637831706057, 'e': 0.25303726977327684}",20,11,16.630202001235865,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.15848065789547164, 'e': 0.25240467659884364}",25,8,30.319781659890428,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.15843504681943504, 'e': 0.25177366490734654}",25,11,25.784296165846058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.1583895446221668, 'e': 0.2511442307450782}",20,13,13.751051831854767,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.15834415083973816, 'e': 0.25051637016821554}",25,18,14.000992856287624,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.1582988650110531, 'e': 0.249890079242795}",25,10,31.16616865649089,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.15825368667782577, 'e': 0.24926535404468803}",30,15,28.420649234640454,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.15820861538455813, 'e': 0.24864219065957632}",30,17,24.495506765184217,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.1581636506785181, 'e': 0.24802058518292738}",20,9,22.713890654504187,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.15811879210971763, 'e': 0.2474005337199701}",25,15,19.262530869627646,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.15807403923089106, 'e': 0.24678203238567017}",25,15,19.509546545576963,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.15802939159747384, 'e': 0.24616507730470602}",30,23,11.528943080147949,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.15798484876758115, 'e': 0.24554966461144426}",20,10,23.04523643306681,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.15794041030198713, 'e': 0.24493579044991567}",25,12,28.507363581984087,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.15789607576410383, 'e': 0.24432345097379088}",25,19,9.784528678452473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.15785184471996094, 'e': 0.24371264234635642}",20,8,20.269604588617117,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.15780771673818506, 'e': 0.24310336074049055}",25,14,20.468331055489863,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.15776369138997973, 'e': 0.24249560233863934}",30,17,26.760812341143907,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.15771976824910536, 'e': 0.24188936333279273}",20,12,15.756964059187519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.15767594689185935, 'e': 0.24128463992446078}",20,10,19.8539624931218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.15763222689705664, 'e': 0.24068142832464964}",20,7,26.16748271401641,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.15758860784601006, 'e': 0.24007972475383801}",25,12,24.899276115401786,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.1575450893225112, 'e': 0.23947952544195344}",25,12,24.75350199874483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.15750167091281136, 'e': 0.23888082662834859}",30,19,19.263222427494565,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.15745835220560253, 'e': 0.2382836245617777}",30,19,23.635117563480463,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.15741513279199884, 'e': 0.23768791550037327}",20,6,26.484639747873732,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.15737201226551786, 'e': 0.23709369571162237}",20,6,26.410687645396614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.15732899022206243, 'e': 0.2365009614723433}",20,11,19.092193493036163,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.15728606625990224, 'e': 0.2359097090686625}",25,15,19.92243409962133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.157243239979656, 'e': 0.23531993479599084}",25,16,18.71084915538627,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.1572005109842735, 'e': 0.23473163495900087}",25,3,40.96723533508962,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.157157878879018, 'e': 0.23414480587160338}",30,10,37.216542560066344,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.15711534327144855, 'e': 0.23355944385692437}",30,17,24.437209464660455,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.15707290377140282, 'e': 0.2329755452472821}",35,20,31.535593201870125,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.15703055999097984, 'e': 0.23239310638416388}",20,10,19.756987036051278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.15698831154452283, 'e': 0.2318121236182035}",30,14,31.141826094203154,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.15694615804860262, 'e': 0.231232593309158}",20,9,19.85492039414798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.15690409912200068, 'e': 0.23065451182588512}",20,12,17.614486890098085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.1568621343856925, 'e': 0.23007787554632042}",20,7,23.903066719041135,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.15682026346283148, 'e': 0.22950268085745462}",20,10,21.11885695251719,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.15677848597873242, 'e': 0.228928924155311}",20,4,25.374619038635323,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.15673680156085543, 'e': 0.22835660184492274}",20,6,28.285707725548306,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.15669520983879004, 'e': 0.22778571034031045}",20,7,21.29173419884328,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.1566537104442394, 'e': 0.22721624606445967}",20,16,8.931491468046643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.1566123030110044, 'e': 0.22664820544929853}",25,9,27.670144944045653,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.15657098717496845, 'e': 0.22608158493567532}",25,15,18.203886812507466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.15652976257408183, 'e': 0.22551638097333612}",25,8,31.37767486931424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.15648862884834655, 'e': 0.2249525900209028}",30,15,29.00286754317833,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.15644758563980118, 'e': 0.22439020854585057}",20,8,24.359633186290978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.15640663259250603, 'e': 0.22382923302448593}",20,12,17.261961583961412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.156365769352528, 'e': 0.22326965994192474}",30,19,19.506205423763713,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.15632499556792623, 'e': 0.22271148579206992}",35,23,21.277448490820245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.1562843108887373, 'e': 0.22215470707758977}",25,11,27.440737741387718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.1562437149669608, 'e': 0.22159932030989582}",25,11,29.401933058459583,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.15620320745654506, 'e': 0.22104532200912108}",20,6,23.834741109070873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.15616278801337308, 'e': 0.2204927087040983}",30,14,29.39859021190674,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.15612245629524818, 'e': 0.21994147693233806}",25,2,37.69564219774507,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.1560822119618804, 'e': 0.21939162324000722}",25,17,16.468624662313417,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.15604205467487237, 'e': 0.21884314418190723}",20,16,6.377070622734325,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.15600198409770594, 'e': 0.21829603632145247}",25,11,26.988715208434915,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.15596199989572834, 'e': 0.21775029623064884}",25,2,41.143580023495836,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.1559221017361389, 'e': 0.21720592049007223}",30,14,31.245605239677793,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.1558822892879757, 'e': 0.21666290568884705}",20,11,17.14801101195019,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.15584256222210235, 'e': 0.21612124842462496}",25,11,25.673354976395533,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.1558029202111948, 'e': 0.2155809453035634}",25,8,30.823796148433697,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.15576336292972856, 'e': 0.21504199294030452}",20,6,23.510178882288827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.1557238900539657, 'e': 0.21450438795795376}",20,7,25.08162469653541,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.1556845012619421, 'e': 0.2139681269880589}",20,13,13.337912409824709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.1556451962334549, 'e': 0.21343320667058874}",30,19,18.24362007504763,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.15560597465004997, 'e': 0.2128996236539123}",25,12,22.190471521614867,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.15556683619500927, 'e': 0.21236737459477753}",20,10,20.020681106113493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.15552778055333893, 'e': 0.21183645615829058}",20,8,25.405967089031257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.15548880741175677, 'e': 0.21130686501789486}",25,10,27.879352928316266,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.15544991645868023, 'e': 0.21077859785535014}",20,3,28.084502102247367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.15541110738421443, 'e': 0.21025165136071178}",25,11,27.719485360951083,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.15537237988014035, 'e': 0.20972602223231002}",20,14,12.002178988452764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.15533373363990297, 'e': 0.20920170717672926}",25,10,27.87039900162508,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.15529516835859952, 'e': 0.20867870290878743}",25,19,14.3132585938,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.15525668373296805, 'e': 0.20815700615151547}",25,14,21.092995988520485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.1552182794613759, 'e': 0.2076366136361367}",20,2,31.16533020231336,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.1551799552438082, 'e': 0.20711752210204637}",20,6,28.501041480293768,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.15514171078185685, 'e': 0.20659972829679127}",20,0,35.428579038245495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.15510354577870902, 'e': 0.2060832289760493}",20,11,15.991211988198707,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.15506545993913623, 'e': 0.20556802090360918}",25,11,23.85887271670786,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.15502745296948342, 'e': 0.20505410085135017}",20,15,10.004528898615487,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
