trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
632,False,"{'a': 0.15498952457765786, 'e': 0.20454146559922182}",20,13,14.48773325656854,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.15495167447311847, 'e': 0.20403011193522377}",25,15,18.289509456078964,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.15491390236686517, 'e': 0.20352003665538573}",20,4,30.3680044298743,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.154876207971428, 'e': 0.20301123656374725}",20,10,19.738186383148033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.15483859100085687, 'e': 0.20250370847233792}",20,8,20.308888991602398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.1548010511707109, 'e': 0.2019974492011571}",20,8,23.37668225161051,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.15476358819804817, 'e': 0.2014924555781542}",20,13,12.94153913440567,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.15472620180141544, 'e': 0.20098872443920882}",30,17,25.905058500408664,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.15468889170083794, 'e': 0.20048625262811082}",30,13,30.693264447415853,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.15465165761780927, 'e': 0.19998503699654055}",20,14,10.82654427828356,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.1546144992752814, 'e': 0.1994850744040492}",20,5,25.286947775165558,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.15457741639765474, 'e': 0.1989863617180391}",30,7,40.69595640063206,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.1545404087107683, 'e': 0.198488895813744}",25,8,32.64515480278606,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.15450347594188987, 'e': 0.19799267357420966}",30,16,25.693831362952984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.15446661781970644, 'e': 0.19749769189027414}",20,6,23.915420641948643,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.15442983407431446, 'e': 0.19700394766054846}",20,10,17.164620688217273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.15439312443721048, 'e': 0.1965114377913971}",20,6,23.441561609691718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.15435648864128157, 'e': 0.19602015919691862}",30,24,10.065563915296403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.15431992642079595, 'e': 0.19553010879892632}",25,0,42.68744374207166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
651,False,"{'a': 0.1542834375113939, 'e': 0.19504128352692904}",25,17,17.70262924978966,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.15424702165007825, 'e': 0.1945536803181117}",20,8,25.328520917233753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.15421067857520554, 'e': 0.19406729611731643}",20,16,7.013725045254263,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.1541744080264767, 'e': 0.19358212787702317}",20,10,19.34949871279337,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.15413820974492828, 'e': 0.1930981725573306}",30,23,16.351508783447436,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.15410208347292337, 'e': 0.1926154271259373}",25,8,30.415406914400155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.1540660289541429, 'e': 0.19213388855812247}",20,8,20.386199952216803,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.15403004593357678, 'e': 0.19165355383672716}",20,12,12.611715948317007,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.1539941341575152, 'e': 0.19117441995213535}",25,17,16.047392570620396,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.1539582933735401, 'e': 0.19069648390225505}",30,18,22.850920929226266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.15392252333051656, 'e': 0.19021974269249942}",20,11,17.6483012138271,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.15388682377858431, 'e': 0.18974419333576817}",25,10,25.71715344708963,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.15385119446914927, 'e': 0.18926983285242877}",20,6,24.388102921283423,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.1538156351548753, 'e': 0.1887966582702977}",20,0,30.166635822572577,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
665,False,"{'a': 0.15378014558967593, 'e': 0.18832466662462197}",20,8,21.56088745701936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.153744725528706, 'e': 0.18785385495806042}",20,9,18.543330240874678,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.15370937472835366, 'e': 0.1873842203206653}",20,16,7.780206333416766,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.15367409294623227, 'e': 0.18691575976986363}",20,3,29.85495193608254,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.1536388799411723, 'e': 0.186448470370439}",20,8,18.161284790442004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.15360373547321354, 'e': 0.1859823491945129}",20,10,19.775161089039496,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.15356865930359698, 'e': 0.1855173933215266}",20,12,14.12737692435932,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.1535336511947572, 'e': 0.1850535998382228}",30,10,35.711296768217906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.15349871091031456, 'e': 0.18459096583862727}",25,16,19.318027536182804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.15346383821506743, 'e': 0.1841294884240307}",30,23,14.790103748327489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.15342903287498458, 'e': 0.18366916470297065}",30,12,38.15690709157702,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.15339429465719767, 'e': 0.18320999179121322}",20,7,24.44133163742388,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.15335962332999362, 'e': 0.1827519668117352}",30,6,44.01380977990047,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.15332501866280734, 'e': 0.18229508689470586}",20,8,19.61887519168072,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.15329048042621413, 'e': 0.1818393491774691}",30,16,29.769600374769023,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.15325600839192235, 'e': 0.18138475080452546}",20,0,32.43786664278232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
681,False,"{'a': 0.15322160233276644, 'e': 0.18093128892751414}",25,19,10.871335229961915,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.15318726202269928, 'e': 0.18047896070519537}",20,2,30.332510422448674,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.15315298723678528, 'e': 0.1800277633034324}",30,16,24.590788643395776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.15311877775119326, 'e': 0.17957769389517383}",20,6,22.681990422710125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.15308463334318925, 'e': 0.1791287496604359}",25,16,13.304810992107013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.1530505537911297, 'e': 0.1786809277862848}",20,13,14.02615570865036,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.15301653887445435, 'e': 0.1782342254668191}",25,13,24.923037942565074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.1529825883736795, 'e': 0.17778863990315208}",20,8,22.93819457683826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.152948702070391, 'e': 0.1773441683033942}",25,13,21.757775511680034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.15291487974723764, 'e': 0.17690080788263574}",30,16,28.682305173540602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.1528811211879243, 'e': 0.17645855586292916}",20,8,23.713187298823705,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.15284742617720537, 'e': 0.17601740947327182}",20,10,15.931113381422138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.1528137945008781, 'e': 0.17557736594958867}",30,8,41.69183065431027,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.15278022594577587, 'e': 0.1751384225347147}",25,17,16.442442039655877,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.15274672029976197, 'e': 0.17470057647837792}",20,16,7.951421926993724,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.15271327735172285, 'e': 0.174263825037182}",30,19,19.348206109650675,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.1526798968915619, 'e': 0.17382816547458904}",35,20,29.659661781121287,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.1526465787101929, 'e': 0.17339359506090257}",25,15,18.7532368414289,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.1526133225995339, 'e': 0.17296011107325032}",25,10,30.737208159010265,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.1525801283525007, 'e': 0.17252771079556722}",20,8,23.00099005072951,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.15254699576300085, 'e': 0.1720963915185783}",35,15,38.616737266763,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.15251392462592742, 'e': 0.17166615053978188}",25,18,14.179299634612898,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.15248091473715275, 'e': 0.17123698516343241}",20,10,20.135784070623814,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.15244796589352247, 'e': 0.17080889270052385}",20,9,20.330230879014493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.15241507789284944, 'e': 0.17038187046877257}",20,11,21.036828077557693,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.1523822505339078, 'e': 0.16995591579260064}",20,3,30.111996275737802,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.15234948361642697, 'e': 0.16953102600311915}",20,12,14.512317311251369,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.15231677694108572, 'e': 0.16910719843811134}",30,11,33.37609723189542,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.15228413030950644, 'e': 0.1686844304420161}",20,7,24.955899305206657,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.15225154352424916, 'e': 0.16826271936591106}",20,12,17.281056307469555,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.15221901638880597, 'e': 0.1678420625674963}",25,10,28.864868106894374,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.15218654870759513, 'e': 0.16742245741107756}",25,11,30.023591807096047,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.15215414028595545, 'e': 0.16700390126754985}",30,12,35.089579175391215,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.15212179093014075, 'e': 0.166586391514381}",20,11,16.82338177710507,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.1520895004473141, 'e': 0.16616992553559506}",25,13,23.51293185808374,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.15205726864554236, 'e': 0.16575450072175607}",20,8,22.044150061419728,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.1520250953337907, 'e': 0.1653401144699517}",30,20,19.367969578547147,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.15199298032191702, 'e': 0.16492676418377683}",20,0,30.987027557049377,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
719,False,"{'a': 0.15196092342066664, 'e': 0.1645144472733174}",20,8,24.13054651461094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.15192892444166686, 'e': 0.1641031611551341}",30,12,30.979812673920787,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.15189698319742156, 'e': 0.16369290325224628}",25,8,30.472729040405785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.151865099501306, 'e': 0.16328367099411567}",25,11,27.69892592917443,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.15183327316756143, 'e': 0.1628754618166304}",25,11,27.000277617952946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.15180150401129003, 'e': 0.16246827316208884}",30,17,24.50699210002734,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.15176979184844952, 'e': 0.16206210247918362}",20,7,23.44427335667514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.15173813649584816, 'e': 0.16165694722298565}",25,13,20.94287371315558,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.15170653777113957, 'e': 0.1612528048549282}",35,18,33.95965289987182,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.15167499549281763, 'e': 0.1608496728427909}",20,0,35.127083226205315,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.15164350948021152, 'e': 0.16044754866068392}",20,14,12.969768260666552,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.1516120795534807, 'e': 0.16004642978903222}",20,0,28.46224075309921,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
731,False,"{'a': 0.1515807055336098, 'e': 0.15964631371455965}",25,19,9.356581419262005,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.15154938724240397, 'e': 0.15924719793027325}",30,18,21.863252903571333,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.15151812450248373, 'e': 0.15884907993544758}",20,10,18.5513682456224,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.15148691713728024, 'e': 0.15845195723560898}",30,15,28.04609231902233,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.15145576497103053, 'e': 0.15805582734251997}",20,13,15.703351202600441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.1514246678287725, 'e': 0.15766068777416367}",25,13,23.791133256312197,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.15139362553634042, 'e': 0.15726653605472826}",30,24,13.164612475097169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.1513626379203601, 'e': 0.15687336971459145}",20,10,19.51581008402271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.15133170480824412, 'e': 0.156481186290305}",20,16,9.2316724432353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.15130082602818742, 'e': 0.15608998332457924}",20,13,13.072400869286055,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.15127000140916244, 'e': 0.1556997583662678}",25,15,16.169533467000544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.1512392307809147, 'e': 0.15531050897035215}",25,15,18.370487148086823,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.15120851397395815, 'e': 0.15492223269792627}",25,12,24.166856020965756,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.1511778508195708, 'e': 0.15453492711618144}",20,10,20.665009454060424,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.15114724114979, 'e': 0.154148589798391}",25,6,32.8582462474584,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.15111668479740828, 'e': 0.15376321832389503}",20,12,13.068882819410197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.15108618159596873, 'e': 0.1533788102780853}",30,19,20.18210618596902,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.1510557313797606, 'e': 0.1529953632523901}",20,8,24.48217003858124,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
749,False,"{'a': 0.1510253339838152, 'e': 0.15261287484425914}",25,16,19.523132970841164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
750,False,"{'a': 0.15099498924390123, 'e': 0.1522313426571485}",25,8,29.47748216538001,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
751,False,"{'a': 0.15096469699652074, 'e': 0.15185076430050565}",20,8,15.918178143323063,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.15093445707890477, 'e': 0.15147113738975437}",25,13,21.55216669170406,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.15090426932900913, 'e': 0.15109245954628}",20,13,14.000743701856862,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.15087413358551025, 'e': 0.15071472839741432}",20,14,11.205390156857737,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.1508440496878009, 'e': 0.15033794157642077}",20,11,16.49580098284349,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.1508140174759862, 'e': 0.14996209672247973}",25,2,39.23717833467688,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.15078403679087934, 'e': 0.14958719148067354}",35,26,17.223316545029384,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.1507541074739977, 'e': 0.14921322350197186}",20,12,13.696726329908302,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,False,"{'a': 0.15072422936755855, 'e': 0.14884019044321695}",30,19,21.975665751010034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.15069440231447528, 'e': 0.14846808996710892}",25,15,18.22732062045083,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.1506646261583532, 'e': 0.14809691974219114}",20,13,14.528378893567291,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.15063490074348568, 'e': 0.14772667744283569}",20,12,15.84405046075467,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.15060522591485023, 'e': 0.1473573607492286}",30,15,28.879323799550804,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.1505756015181045, 'e': 0.14698896734735553}",20,6,23.277055586856505,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,False,"{'a': 0.1505460273995825, 'e': 0.14662149492898716}",30,16,28.956251562728546,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,False,"{'a': 0.15051650340629058, 'e': 0.14625494119166468}",20,14,14.62512070618465,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.15048702938590383, 'e': 0.14588930383868554}",20,10,14.938407814917523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,False,"{'a': 0.15045760518676207, 'e': 0.14552458057908882}",20,9,20.002954995569,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.15042823065786623, 'e': 0.14516076912764111}",20,12,15.012223788974289,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.1503989056488744, 'e': 0.14479786720482202}",30,24,10.377484480895227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.15036963001009843, 'e': 0.14443587253680998}",20,13,14.66934267578117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.15034040359249984, 'e': 0.14407478285546796}",25,11,28.83099957781001,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.1503112262476865, 'e': 0.1437145958983293}",20,11,18.739532475902692,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,False,"{'a': 0.15028209782790874, 'e': 0.1433553094085835}",25,17,16.257464140302126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.15025301818605585, 'e': 0.14299692113506202}",35,8,47.09962804294261,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.1502239871756524, 'e': 0.14263942883222439}",20,9,21.426535085090848,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.15019500465085486, 'e': 0.14228283026014382}",25,18,14.637361235108354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.15016607046644773, 'e': 0.14192712318449346}",30,12,31.69683360259298,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.15013718447784033, 'e': 0.14157230537653226}",25,3,39.07744269873328,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.15010834654106317, 'e': 0.14121837461309092}",25,16,17.596207386315676,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,False,"{'a': 0.15007955651276442, 'e': 0.1408653286765582}",25,20,10.1601905402894,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,False,"{'a': 0.15005081425020655, 'e': 0.14051316535486683}",20,8,21.16923541891172,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.1500221196112629, 'e': 0.14016188244147967}",30,21,17.869482998900786,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.14999347245441422, 'e': 0.13981147773537597}",20,9,21.192380718199452,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.14996487263874536, 'e': 0.13946194904103754}",30,12,35.29014342536201,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.14993632002394186, 'e': 0.13911329416843496}",20,12,16.558827594270177,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.14990781447028667, 'e': 0.13876551093301387}",25,3,38.18379149039699,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.1498793558386567, 'e': 0.13841859715568133}",20,10,17.13689847513441,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,False,"{'a': 0.14985094399051974, 'e': 0.13807255066279214}",25,17,15.679830786144876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,False,"{'a': 0.14982257878793112, 'e': 0.1377273692861352}",20,5,24.383828551263306,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,False,"{'a': 0.14979426009353033, 'e': 0.13738305086291985}",30,12,32.00565620482445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,False,"{'a': 0.14976598777053798, 'e': 0.13703959323576256}",20,0,31.085053392525268,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
793,False,"{'a': 0.14973776168275255, 'e': 0.13669699425267315}",25,15,20.081677558015265,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,False,"{'a': 0.1497095816945471, 'e': 0.13635525176704147}",30,2,48.93187766823012,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.14968144767086633, 'e': 0.13601436363762387}",35,24,20.515494662637693,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,False,"{'a': 0.1496533594772232, 'e': 0.13567432772852983}",30,20,23.200353369593515,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.14962531697969605, 'e': 0.1353351419092085}",20,6,22.950660247177424,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.14959732004492532, 'e': 0.1349968040544355}",25,13,19.552297769779493,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.14956936854011055, 'e': 0.1346593120442994}",20,12,17.73207931203494,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.1495414623330074, 'e': 0.13432266376418867}",20,11,18.77893893799794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.1495136012919245, 'e': 0.1339868571047782}",25,14,16.084237915576516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.14948578528572054, 'e': 0.13365188996201627}",20,7,21.662238388989433,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.14945801418380114, 'e': 0.13331776023711123}",20,6,24.724818204069468,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.1494302878561161, 'e': 0.13298446583651846}",30,10,38.516213223636065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.14940260617315615, 'e': 0.13265200467192717}",20,6,28.826892874030655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
